geneID	geneSymb	ORF	SGD_id
gene3845	MAS2	YHR024C	S000001066
gene3846	MYO1	YHR023W	S000001065
gene3849	GPM1	YKL152C	S000001635
gene3851	TYW1	YPL207W	S000006128
gene3855	LSC1	YOR142W	S000005668
gene3856	CCM1	YGR150C	S000003382
gene3863	TWF1	YGR080W	S000003312
gene3864	GCD11	YER025W	S000000827
gene3865	SST2	YLR452C	S000004444
gene3866	DAK2	YFL053W	S000001841
gene3867	THI20	YOL055C	S000005416
gene3868	THI6	YPL214C	S000006135
gene3870	TAZ1	YPR140W	S000006344
gene3871	RAT1	YOR048C	S000005574
gene3872	YKL162C	NA	NA
gene3874	SSK1	YLR006C	S000003996
gene3875	BBC1	YJL020C	S000003557
gene3876	GCN2	YDR283C	S000002691
gene3877	MRE11	YMR224C	S000004837
gene388	TTI1	YKL033W	S000001516
gene3883	MAS1	YLR163C	S000004153
gene3884	UBA1	YKL210W	S000001693
gene3885	MOG1	YJR074W	S000003835
gene3888	SEC5	YDR166C	S000002573
gene3889	STE6	YKL209C	S000001692
gene389	REG1	YDR028C	S000002435
gene3890	OPI3	YJR073C	S000003834
gene3892	STE3	YKL178C	S000001661
gene3893	RIM1	YCR028C-A	S000007222
gene3895	DIT2	YDR402C	S000002810
gene3896	SYP1	YCR030C	S000000626
gene3898	YJL068C	NA	NA
gene39	SCP160	YJL080C	S000003616
gene390	RPN9	YDR427W	S000002835
gene3900	YMR295C	NA	NA
gene3901	FBP1	YLR377C	S000004369
gene3904	PSA1	YDL055C	S000002213
gene3909	PEX28	YHR150W	S000001193
gene3910	ERV41	YML067C	S000004532
gene3911	SAM2	YDR502C	S000002910
gene3912	TDA3	YHR009C	S000001051
gene3913	SVF1	YDR346C	S000002754
gene3914	SDC1	YDR469W	S000002877
gene3915	UGO1	YDR470C	S000002878
gene3916	PNO1	YOR145C	S000005671
gene3917	SPP2	YOR148C	S000005674
gene3918	SHE9	YDR393W	S000002801
gene392	OAC1	YKL120W	S000001603
gene3921	SXM1	YDR395W	S000002803
gene3922	NCB2	YDR397C	S000002805
gene3923	UTP5	YDR398W	S000002806
gene3925	HPT1	YDR399W	S000002807
gene3928	SAH1	YER043C	S000000845
gene393	YMR102C	NA	NA
gene3931	SCH9	YHR205W	S000001248
gene3933	SET5	YHR207C	S000001250
gene3935	SLT2	YHR030C	S000001072
gene3936	DAP2	YHR028C	S000001070
gene3937	AFT2	YPL202C	S000006123
gene3938	RPN1	YHR027C	S000001069
gene3939	VMA16	YHR026W	S000001068
gene394	BNA7	YDR428C	S000002836
gene3940	THR1	YHR025W	S000001067
gene3941	YOR238W	NA	NA
gene3944	NOP53	YPL146C	S000006067
gene3945	RAD51	YER095W	S000000897
gene3946	SEF1	YBL066C	S000000162
gene3947	PRX1	YBL064C	S000000160
gene3948	MTO1	YGL236C	S000003205
gene395	NPL3	YDR432W	S000002840
gene3950	CMS1	YLR003C	S000003993
gene3951	MRPL3	YMR024W	S000004626
gene3952	STU1	YBL034C	S000000130
gene3953	ECO1	YFR027W	S000001923
gene3954	BNA6	YFR047C	S000001943
gene3955	VRG4	YGL225W	S000003193
gene3957	ARB1	YER036C	S000000838
gene3958	TLG2	YOL018C	S000005378
gene3959	YOL019W	NA	NA
gene3960	FAB1	YFR019W	S000001915
gene3961	YPR089W	NA	NA
gene3963	FMS1	YMR020W	S000004622
gene3964	MAC1	YMR021C	S000004623
gene3965	UBC7	YMR022W	S000004624
gene3966	CLU1	YMR012W	S000004614
gene3968	ORC6	YHR118C	S000001160
gene3969	POP5	YAL033W	S000000031
gene397	UBX2	YML013W	S000004475
gene3970	PRP45	YAL032C	S000000030
gene3971	MCX1	YBR227C	S000000431
gene3972	KRE5	YOR336W	S000005863
gene3974	ROD1	YOR018W	S000005544
gene3975	ATG18	YFR021W	S000001917
gene3976	FDH1	YOR388C	S000005915
gene3977	MUM2	YBR057C	S000000261
gene3978	UBP14	YBR058C	S000000262
gene398	YDL218W	NA	NA
gene3980	ADP1	YCR011C	S000000604
gene3981	ARO3	YDR035W	S000002442
gene3982	EHD3	YDR036C	S000002443
gene3984	AKL1	YBR059C	S000000263
gene3985	ORC2	YBR060C	S000000264
gene3986	HEM13	YDR044W	S000002451
gene3987	NRG1	YDR043C	S000002450
gene3988	ALG14	YBR070C	S000000274
gene3989	YBR062C	NA	NA
gene399	HLJ1	YMR161W	S000004771
gene3990	RSM10	YDR041W	S000002448
gene3991	TRM7	YBR061C	S000000265
gene3993	KRS1	YDR037W	S000002444
gene3994	DET1	YDR051C	S000002458
gene3995	TPI1	YDR050C	S000002457
gene3997	YBR074W	YBR074W	S000000278
gene3998	HEM12	YDR047W	S000002454
gene400	INO80	YGL150C	S000003118
gene4000	RRP45	YDR280W	S000002688
gene4001	ERG11	YHR007C	S000001049
gene4002	MRP49	YKL167C	S000001650
gene4003	MRPL38	YKL170W	S000001653
gene4004	KRE9	YJL174W	S000003710
gene4006	TRP3	YKL211C	S000001694
gene401	RRS1	YOR294W	S000005820
gene4010	GAD1	YMR250W	S000004862
gene4011	ZRT3	YKL175W	S000001658
gene4012	CDC11	YJR076C	S000003837
gene4014	IOC4	YMR044W	S000004647
gene4015	MCM1	YMR043W	S000004646
gene4018	SMF1	YOL122C	S000005482
gene4019	CDC33	YOL139C	S000005499
gene4020	KRE1	YNL322C	S000005266
gene4021	GCS1	YDL226C	S000002385
gene4022	SPS19	YNL202W	S000005146
gene4023	YNL200C	YNL200C	S000005144
gene4024	SHS1	YDL225W	S000002384
gene403	YOR296W	NA	NA
gene4030	IWR1	YDL115C	S000002273
gene4031	YDL114W	NA	NA
gene4032	YJU3	YKL094W	S000001577
gene4033	ALD5	YER073W	S000000875
gene4034	HBS1	YKR084C	S000001792
gene4035	UFE1	YOR075W	S000005601
gene4036	VPS5	YOR069W	S000005595
gene4037	RPF2	YKR081C	S000001789
gene4038	RSE1	YML049C	S000004513
gene4039	NUP133	YKR082W	S000001790
gene4040	DAD2	YKR083C	S000001791
gene4043	CYT1	YOR065W	S000005591
gene4045	ALG8	YOR067C	S000005593
gene4047	TUP1	YCR084C	S000000680
gene4048	NNT1	YLR285W	S000004275
gene4049	CTS1	YLR286C	S000004276
gene4052	NPA3	YJR072C	S000003833
gene4053	BTS1	YPL069C	S000005990
gene4055	NBA1	YOL070C	S000005431
gene4057	GLR1	YPL091W	S000006012
gene4058	ECM31	YBR176W	S000000380
gene4059	FMP30	YPL103C	S000006024
gene406	YGR053C	NA	NA
gene4060	SEC62	YPL094C	S000006015
gene4062	ART5	YGR068C	S000003300
gene4063	HRD3	YLR207W	S000004197
gene4065	YDL160C-A	YDL160C-A	S000028520
gene4067	DLD1	YDL174C	S000002333
gene4068	HCR1	YLR192C	S000004182
gene4070	GLT1	YDL171C	S000002330
gene4071	PWP1	YLR196W	S000004186
gene4072	NMT1	YLR195C	S000004185
gene4074	NRP1	YDL167C	S000002326
gene4075	SFA1	YDL168W	S000002327
gene4076	CRT10	YOL063C	S000005424
gene4077	WHI5	YOR083W	S000005609
gene4078	SIS2	YKR072C	S000001780
gene4079	NOB1	YOR056C	S000005582
gene4082	CTR9	YOL145C	S000005505
gene4084	RIB4	YOL143C	S000005503
gene4086	NUP85	YJR042W	S000003803
gene4087	VMA3	YEL027W	S000000753
gene4088	SNU13	YEL026W	S000000752
gene4089	DIS3	YOL021C	S000005381
gene409	TAF6	YGL112C	S000003080
gene4090	SLI15	YBR156C	S000000360
gene4091	GCN20	YFR009W	S000001905
gene4092	PEX1	YKL197C	S000001680
gene4093	APS2	YJR058C	S000003819
gene4097	RPC17	YJL011C	S000003548
gene4098	YLR455W	YLR455W	S000004447
gene410	YBR238C	NA	NA
gene4100	TIF3	YPR163C	S000006367
gene4101	FMP27	YLR454W	S000004446
gene4105	YJR056C	NA	NA
gene4107	CDC15	YAR019C	S000000072
gene4108	LEM3	YNL323W	S000005267
gene411	GPA1	YHR005C	S000001047
gene4110	TIP20	YGL145W	S000003113
gene4111	ROG1	YGL144C	S000003112
gene4113	TRM3	YDL112W	S000002270
gene4114	RRP42	YDL111C	S000002269
gene4115	TMA17	YDL110C	S000002268
gene4116	MRF1	YGL143C	S000003111
gene4117	RPN6	YDL097C	S000002255
gene4118	NUP84	YDL116W	S000002274
gene412	PCL5	YHR071W	S000001113
gene4121	TEF4	YKL081W	S000001564
gene4122	LRP1	YHR081W	S000001123
gene4123	PEX3	YDR329C	S000002737
gene4125	GIS3	YLR094C	S000004084
gene4129	PRP8	YHR165C	S000001208
gene413	RSM7	YJR113C	S000003874
gene4130	CDC23	YHR166C	S000001209
gene4133	FMP43	NA	NA
gene4134	HSH49	YOR319W	S000005846
gene4137	RPN10	YHR200W	S000001243
gene414	COR1	YBL045C	S000000141
gene4141	YMR196W	NA	NA
gene4142	PEP4	YPL154C	S000006075
gene4144	PUS7	YOR243C	S000005769
gene4145	SSP2	YOR242C	S000005768
gene4146	HRK1	YOR267C	S000005793
gene4147	PAC1	YOR269W	S000005795
gene4148	VPH1	YOR270C	S000005796
gene4149	PTM1	YKL039W	S000001522
gene415	MRP2	YPR166C	S000006370
gene4150	CYM1	YDR430C	S000002838
gene4152	DCR2	YLR361C	S000004353
gene4153	TRS33	YOR115C	S000005641
gene4154	HAM1	YJR069C	S000003830
gene4156	TRM8	YDL201W	S000002360
gene4157	MRPL11	YDL202W	S000002361
gene4158	ERD1	YDR414C	S000002822
gene4159	RRP17	YDR412W	S000002820
gene416	ART10	YLR392C	S000004384
gene4160	IRE1	YHR079C	S000001121
gene4161	UNG1	YML021C	S000004483
gene4162	YML020W	NA	NA
gene4163	YHC3	YJL059W	S000003595
gene4164	MON1	YGL124C	S000003092
gene4165	IZH2	YOL002C	S000005362
gene4166	GTS1	YGL181W	S000003149
gene4167	MSY1	YPL097W	S000006018
gene4168	SDH2	YLL041C	S000003964
gene4171	PMI40	YER003C	S000000805
gene4173	DBP6	YNR038W	S000005321
gene4174	ACP1	YKL192C	S000001675
gene4175	MRPS12	YNR036C	S000005319
gene4176	ARC35	YNR035C	S000005318
gene4177	GCD10	YNL062C	S000005006
gene4178	MTQ1	YNL063W	S000005007
gene4179	RBG2	YGR173W	S000003405
gene418	CDA2	YLR308W	S000004299
gene4180	YGR266W	NA	NA
gene4183	GCN5	YGR252W	S000003484
gene4184	PUP2	YGR253C	S000003485
gene4186	SKP1	YDR328C	S000002736
gene4187	YSP2	YDR326C	S000002734
gene4188	BNA3	YJL060W	S000003596
gene4189	DOT1	YDR440W	S000002848
gene419	YJL055W	NA	NA
gene4190	SSN2	YDR443C	S000002851
gene4191	SPT5	YML010W	S000004470
gene4192	ERV25	YML012W	S000004473
gene4193	RAD33	YML011C	S000004472
gene4194	APT1	YML022W	S000004484
gene4195	SNX41	YDR425W	S000002833
gene4199	URC2	YDR520C	S000002928
gene42	CDC34	YDR054C	S000002461
gene420	PBS2	YJL128C	S000003664
gene4200	SPS22	YCL048W	S000000553
gene4202	STE20	YHL007C	S000000999
gene4203	MRP4	YHL004W	S000000996
gene4205	CAP1	YKL007W	S000001490
gene4208	TFC1	YBR123C	S000000327
gene421	SIN4	YNL236W	S000005180
gene4210	RPL14B	YHL001W	S000000993
gene4213	MDM36	YPR083W	S000006287
gene4214	PTC4	YBR125C	S000000329
gene4215	TPS1	YBR126C	S000000330
gene4216	VMA2	YBR127C	S000000331
gene422	GDH3	YAL062W	S000000058
gene4229	OPT1	YJL212C	S000003748
gene4231	TNA1	YGR260W	S000003492
gene4235	MAL31	YBR298C	S000000502
gene4237	BGLI_ASPFU	NA	NA
gene4241	CYC1	YJR048W	S000003809
gene4242	SSY1	YDR160W	S000002567
gene4244	GDA1	YEL042W	S000000768
gene4245	UTR1	YJR049C	S000003810
gene4246	UBP15	YMR304W	S000004920
gene4247	CAB4	YGR277C	S000003509
gene4248	KCS1	YDR017C	S000002424
gene425	ISA1	YLL027W	S000003950
gene4251	PSF1	YDR013W	S000002420
gene4253	DBP7	YKR024C	S000001732
gene4255	GCN3	YKR026C	S000001734
gene4256	MEF2	YJL102W	S000003638
gene4257	RFA2	YNL312W	S000005256
gene4258	IRC20	YLR247C	S000004237
gene4259	RCK2	YLR248W	S000004238
gene426	FRA1	YLL029W	S000003952
gene4260	APE4	YHR113W	S000001155
gene4261	YEF3	YLR249W	S000004239
gene4262	SPO1	YNL012W	S000004957
gene4263	SSP120	YLR250W	S000004240
gene4269	YMR321C	NA	NA
gene4272	VID24	YBR105C	S000000309
gene4274	YMC1	YPR058W	S000006262
gene4275	ARO7	YPR060C	S000006264
gene4276	JID1	YPR061C	S000006265
gene4278	NUP120	YKL057C	S000001540
gene4279	HEM14	YER014W	S000000816
gene428	RFA1	YAR007C	S000000065
gene4284	VPS41	YDR080W	S000002487
gene4285	ERG4	YGL012W	S000002980
gene4286	THI5	YFL058W	S000001836
gene4287	THI13	YDL244W	S000002403
gene4288	SCL1	YGL011C	S000002979
gene4289	RSM22	YKL155C	S000001638
gene4290	YKR041W	NA	NA
gene4291	ASF1	YJL115W	S000003651
gene4293	SHQ1	YIL104C	S000001366
gene4294	DPH1	YIL103W	S000001365
gene4295	COG6	YNL041C	S000004986
gene4296	YBR287W	NA	NA
gene4297	PEP8	YJL053W	S000003589
gene4299	PSK2	YOL045W	S000005405
gene43	SLM4	YBR077C	S000000281
gene4301	TYE7	YOR344C	S000005871
gene4302	EXO84	YBR102C	S000000306
gene4303	ATG16	YMR159C	S000004769
gene4305	RIB5	YBR256C	S000000460
gene4306	SQT1	YIR012W	S000001451
gene4307	PRP46	YPL151C	S000006072
gene4308	ESA1	YOR244W	S000005770
gene4309	RRD2	YPL152W	S000006073
gene431	COG7	YGL005C	S000002973
gene4311	YMR210W	YMR210W	S000004823
gene4312	RAD59	YDL059C	S000002217
gene4314	AIM44	YPL158C	S000006079
gene4315	TGS1	YPL157W	S000006078
gene4316	KIP2	YPL155C	S000006076
gene4317	YDR352W	YDR352W	S000002760
gene4318	RLM1	YPL089C	S000006010
gene432	PMC1	YGL006W	S000002974
gene4322	SEC16	YPL085W	S000006006
gene4324	ELP3	YPL086C	S000006007
gene4325	DIG2	YDR480W	S000002888
gene4326	EPL1	YFL024C	S000001870
gene4327	MSD1	YPL104W	S000006025
gene4329	MNN9	YPL050C	S000005971
gene4330	LEE1	YPL054W	S000005975
gene4331	NOG1	YPL093W	S000006014
gene4334	SMC2	YFR031C	S000001927
gene4336	GLY1	YEL046C	S000000772
gene4337	TMA108	YIL137C	S000001399
gene4339	TPM1	YNL079C	S000005023
gene4340	EOS1	YNL080C	S000005024
gene4341	RRT14	YIL127C	S000001389
gene4342	MET18	YIL128W	S000001390
gene4343	TAO3	YIL129C	S000001391
gene4344	END3	YNL084C	S000005028
gene4346	CCT2	YIL142W	S000001404
gene4347	SAL1	YNL083W	S000005027
gene4348	STE2	YFL026W	S000001868
gene4349	PMS1	YNL082W	S000005026
gene435	RNH202	YDR279W	S000002687
gene4351	SNU66	YOR308C	S000005835
gene4352	RNT1	YMR239C	S000004852
gene4353	ISW2	YOR304W	S000005831
gene4354	DAM1	YGR113W	S000003345
gene4356	YDR132C	NA	NA
gene4357	RPL6B	YLR448W	S000004440
gene4358	YLR143W	YLR143W	S000004133
gene436	VMS1	YDR049W	S000002456
gene4361	ACF2	YLR144C	S000004134
gene4364	CPA1	YOR303W	S000005829
gene4365	RPL3	YOR063W	S000005589
gene4366	DED1	YOR204W	S000005730
gene4367	NAM8	YHR086W	S000001128
gene4369	SWR1	YDR334W	S000002742
gene4373	ARO9	YHR137W	S000001179
gene4374	TUB4	YLR212C	S000004202
gene4375	CBR1	YIL043C	S000001305
gene4376	HOM3	YER052C	S000000854
gene438	TCB3	YML072C	S000004537
gene4380	PLB3	YOL011W	S000005371
gene4381	RRN11	YML043C	S000004507
gene4383	HRD1	YOL013C	S000005373
gene4384	HTZ1	YOL012C	S000005372
gene4385	HSP60	YLR259C	S000004249
gene4386	NPR2	YEL062W	S000000788
gene4387	KIP1	YBL063W	S000000159
gene4391	NUP170	YBL079W	S000000175
gene4392	YPT6	YLR262C	S000004252
gene4393	USV1	YPL230W	S000006151
gene4396	LRG1	YDL240W	S000002399
gene4397	YMR074C	YMR074C	S000004678
gene4399	SFP1	YLR403W	S000004395
gene44	DBF4	YDR052C	S000002459
gene440	CIT1	YNR001C	S000005284
gene4401	YDL073W	YDL073W	S000002231
gene4402	BRE1	YDL074C	S000002232
gene4403	DUR1%2C2	NA	NA
gene4404	UBP16	YPL072W	S000005993
gene4405	IRC21	YMR073C	S000004677
gene4407	IAH1	YOR126C	S000005652
gene4408	ECM3	YOR092W	S000005618
gene4409	DUS3	YLR401C	S000004393
gene4410	DUS4	YLR405W	S000004397
gene4411	RPL31B	YLR406C	S000004398
gene4412	RXT3	YDL076C	S000002234
gene4413	CTR1	YPR124W	S000006328
gene4414	GVP36	YIL041W	S000001303
gene4416	RIM8	YGL045W	S000003013
gene4417	NSR1	YGR159C	S000003391
gene4418	YOR1	YGR281W	S000003513
gene442	CWH43	YCR017C	S000000610
gene4420	CLG1	YGL215W	S000003183
gene4425	DCP2	YNL118C	S000005062
gene4427	RIO2	YNL207W	S000005151
gene4428	AIM7	YDR063W	S000002470
gene4429	MET7	YOR241W	S000005767
gene4430	RNR2	YJL026W	S000003563
gene4431	ERG2	YMR202W	S000004815
gene4432	CEX1	YOR112W	S000005638
gene4433	DBP2	YNL112W	S000005056
gene4434	RPC19	YNL113W	S000005057
gene4435	AZF1	YOR113W	S000005639
gene4436	ASG1	YIL130W	S000001392
gene4437	TFB3	YDR460W	S000002868
gene444	YCR015C	YCR015C	S000000608
gene4442	RPL16A	YIL133C	S000001395
gene4443	PET9	YBL030C	S000000126
gene4445	RPS7B	YNL096C	S000005040
gene4447	RKI1	YOR095C	S000005621
gene4448	ARF3	YOR094W	S000005620
gene4449	BZZ1	YHR114W	S000001156
gene4451	APP1	YNL094W	S000005038
gene4452	TMA46	YOR091W	S000005617
gene4453	PTC5	YOR090C	S000005616
gene4454	VPS21	YOR089C	S000005615
gene4455	YNL092W	NA	NA
gene4456	YVC1	YOR087W	S000005613
gene4457	NST1	YNL091W	S000005035
gene4458	RHO2	YNL090W	S000005034
gene4459	MCM2	YBL023C	S000000119
gene446	YCR016W	NA	NA
gene4460	CAF40	YNL288W	S000005232
gene4461	SEC21	YNL287W	S000005231
gene4462	CUS2	YNL286W	S000005230
gene4463	OLA1	YBR025C	S000000229
gene4464	SCO1	YBR037C	S000000241
gene4465	NOC2	YOR206W	S000005732
gene4466	ILV2	YMR108W	S000004714
gene4467	PAP2	YOL115W	S000005475
gene4469	PML1	YLR016C	S000004006
gene4470	HCA4	YJL033W	S000003570
gene4472	QNS1	YHR074W	S000001116
gene4473	SVP26	YHR181W	S000001224
gene4475	ADE3	YGR204W	S000003436
gene4477	TFB2	YPL122C	S000006043
gene4478	RET1	YOR207C	S000005733
gene4479	FRE3	YOR381W	S000005908
gene4480	SAP1	YER047C	S000000849
gene4481	CAJ1	YER048C	S000000850
gene4482	TPA1	YER049W	S000000851
gene4484	CSM3	YMR048W	S000004651
gene4486	YHR202W	NA	NA
gene4487	RPS4A	YJR145C	S000003906
gene4488	FMP10	YER182W	S000000984
gene4489	FAU1	YER183C	S000000985
gene4490	BAT1	YHR208W	S000001251
gene4491	MSS116	YDR194C	S000002602
gene4494	RRF1	YHR038W	S000001080
gene4495	MSC7	YHR039C	S000001081
gene4496	BCD1	YHR040W	S000001082
gene4497	YDR333C	YDR333C	S000002741
gene4498	IPI1	YHR085W	S000001127
gene4499	BRL1	YHR036W	S000001078
gene4501	SAM35	YHR083W	S000001125
gene4502	STE12	YHR084W	S000001126
gene4503	KSP1	YHR082C	S000001124
gene4504	GPI8	YDR331W	S000002739
gene4505	CIN4	YMR138W	S000004746
gene4506	KAP95	YLR347C	S000004339
gene4507	CAX4	YGR036C	S000003268
gene4509	YLR345W	NA	NA
gene451	DSE4	YNR067C	S000005350
gene4514	GAT2	YMR136W	S000004744
gene4515	CYB2	YML054C	S000004518
gene4517	FCF2	YLR051C	S000004041
gene4519	FRS2	YFL022C	S000001872
gene4520	STB2	YMR053C	S000004657
gene4522	NOP58	YOR310C	S000005837
gene4524	MDE1	YJR024C	S000003785
gene4526	TDA10	YGR205W	S000003437
gene4527	CIR1	YGR207C	S000003439
gene4529	STU2	YLR045C	S000004035
gene453	PNP1	YLR209C	S000004199
gene4532	TRX1	YLR043C	S000004033
gene4533	ABZ2	YMR289W	S000004902
gene4534	SER2	YGR208W	S000003440
gene4535	RRN7	YJL025W	S000003562
gene4537	DIP5	YPL265W	S000006186
gene4538	PBP1	YGR178C	S000003410
gene4539	TDA2	YER071C	S000000873
gene4540	CDC12	YHR107C	S000001149
gene4541	TRP4	YDR354W	S000002762
gene4543	CNL1	YDR357C	S000002765
gene4544	GGA2	YHR108W	S000001150
gene4545	EAF1	YDR359C	S000002767
gene4548	RPT5	YOR117W	S000005643
gene4549	BCP1	YDR361C	S000002769
gene455	YKL077W	NA	NA
gene4550	CDC40	YDR364C	S000002772
gene4551	RPO31	YOR116C	S000005642
gene4552	YDR262W	NA	NA
gene4554	PIR1	YKL164C	S000001647
gene4555	YDR338C	NA	NA
gene4556	YMR244W	NA	NA
gene4558	SPT6	YGR116W	S000003348
gene4559	SYF2	YGR129W	S000003361
gene4561	YPR147C	NA	NA
gene4562	ETR1	YBR026C	S000000230
gene4563	MZM1	YDR493W	S000002901
gene4568	SLN1	YIL147C	S000001409
gene4569	MLP1	YKR095W	S000001803
gene4570	MCM10	YIL150C	S000001412
gene4572	AVT2	YEL064C	S000000790
gene4573	SLI1	YGR212W	S000003444
gene4575	YIR007W	YIR007W	S000001446
gene4576	SRP54	YPR088C	S000006292
gene4577	PRI1	YIR008C	S000001447
gene4579	MDS3	YGL197W	S000003165
gene458	DLT1	YMR126C	S000004733
gene4582	GCN1	YGL195W	S000003163
gene4583	CTH1	YDR151C	S000002558
gene4589	MIG1	YGL035C	S000003003
gene459	SEN15	YMR059W	S000004663
gene4591	YDR541C	NA	NA
gene4593	PHO84	YML123C	S000004592
gene4598	ATH1	YPR026W	S000006230
gene46	BIO2	YGR286C	S000003518
gene460	SAM37	YMR060C	S000004664
gene4600	RPB3	YIL021W	S000001283
gene4602	NAT3	YPR131C	S000006335
gene4603	ANT1	YPR128C	S000006332
gene4604	YGR117C	NA	NA
gene4608	FAA2	YER015W	S000000817
gene4611	NUP57	YGR119C	S000003351
gene4613	CYR1	YJL005W	S000003542
gene462	SIP2	YGL208W	S000003176
gene4625	AMN1	YBR158W	S000000362
gene4627	IFA38	YBR159W	S000000363
gene4628	CDC28	YBR160W	S000000364
gene4629	MET10	YFR030W	S000001926
gene463	YBL029W	NA	NA
gene4631	IES6	YEL044W	S000000770
gene4632	TCA17	YEL048C	S000000774
gene4636	YAF9	YNL107W	S000005051
gene4637	YNL108C	NA	NA
gene4638	YOR111W	NA	NA
gene4639	NOP15	YNL110C	S000005054
gene4640	CYB5	YNL111C	S000005055
gene4642	YTP1	YNL237W	S000005181
gene4643	TSC11	YER093C	S000000895
gene4645	AIM11	YER093C-A	S000002960
gene4646	EXO5	YBR163W	S000000367
gene4649	PDR11	YIL013C	S000001275
gene4650	GCD1	YOR260W	S000005786
gene4651	RPT4	YOR259C	S000005785
gene4653	NIP100	YPL174C	S000006095
gene4655	INP1	YMR204C	S000004817
gene4656	TOM40	YMR203W	S000004816
gene4658	YOR246C	YOR246C	S000005772
gene4659	CDC60	YPL160W	S000006081
gene466	PAN2	YGL094C	S000003062
gene4660	MEX67	YPL169C	S000006090
gene4661	SEC63	YOR254C	S000005780
gene4662	NAT5	YOR253W	S000005779
gene4663	DAP1	YPL170W	S000006091
gene4664	ILM1	YJR118C	S000003879
gene4665	PRO3	YER023W	S000000825
gene4668	ATE1	YGL017W	S000002985
gene4669	CKB1	YGL019W	S000002987
gene467	RTT10	YPL183C	S000006104
gene4670	GET1	YGL020C	S000002988
gene4671	ALK2	YBL009W	S000000105
gene4672	GET3	YDL100C	S000002258
gene4674	TMA10	YLR327C	S000004319
gene4675	ECT1	YGR007W	S000003239
gene4676	YLR326W	NA	NA
gene4678	SIP5	YMR140W	S000004748
gene4679	RPP1A	YDL081C	S000002239
gene468	YMR130W	NA	NA
gene4680	RPL13A	YDL082W	S000002240
gene4682	RPS16A	YMR143W	S000004751
gene4683	SHM2	YLR058C	S000004048
gene4684	AGX1	YFL030W	S000001864
gene4686	HEM2	YGL040C	S000003008
gene4687	RIX7	YLL034C	S000003957
gene4689	GRC3	YLL035W	S000003958
gene469	DFG5	YMR238W	S000004851
gene4691	POP6	YGR030C	S000003262
gene4693	NOG2	YNR053C	S000005336
gene4696	YMR144W	YMR144W	S000004752
gene4697	YLR057W	YLR057W	S000004047
gene4698	ORM1	YGR038W	S000003270
gene4699	POP2	YNR052C	S000005335
gene4700	BRE5	YNR051C	S000005334
gene4701	UBC1	YDR177W	S000002584
gene4702	CDC50	YCR094W	S000000690
gene4705	YDL124W	NA	NA
gene4708	TIF35	YDR429C	S000002837
gene471	HOT1	YMR172W	S000004783
gene4710	MED7	YOL135C	S000005495
gene4711	PHA2	YNL316C	S000005260
gene4713	ZIM17	YNL310C	S000005254
gene4715	MKS1	YNL076W	S000005020
gene4717	PIM1	YBL022C	S000000118
gene4718	HAP3	YBL021C	S000000117
gene4719	RFT1	YBL020W	S000000116
gene472	VPS45	YGL095C	S000003063
gene4721	NCL1	YBL024W	S000000120
gene4722	RRN10	YBL025W	S000000121
gene4724	COX15	YER141W	S000000943
gene4731	RPS13	YDR064W	S000002471
gene4732	YPL150W	NA	NA
gene4737	HLR1	YDR528W	S000002936
gene4738	PBN1	YCL052C	S000000557
gene4739	SPB1	YCL054W	S000000559
gene4743	KAR4	YCL055W	S000000560
gene4748	AVL9	YLR114C	S000004104
gene4749	YLR290C	YLR290C	S000004281
gene4750	DBP9	YLR276C	S000004266
gene4751	ATM1	YMR301C	S000004916
gene4753	MSC2	YDR205W	S000002613
gene4754	HST4	YDR191W	S000002599
gene4755	RVB1	YDR190C	S000002598
gene4756	PAN5	YHR063C	S000001105
gene4757	RKM2	YDR198C	S000002606
gene4759	VPS34	YLR240W	S000004230
gene4762	EBS1	YDR206W	S000002614
gene4763	YLR241W	YLR241W	S000004231
gene4765	SFB3	YHR098C	S000001140
gene4766	EXO1	YOR033C	S000005559
gene4768	ADR1	YDR216W	S000002624
gene4769	PIC2	YER053C	S000000855
gene4770	YGL108C	NA	NA
gene4771	CCR4	YAL021C	S000000019
gene4773	NTG2	YOL043C	S000005403
gene4775	TPD3	YAL016W	S000000014
gene4778	PEX4	YGR133W	S000003365
gene478	RIF1	YBR275C	S000000479
gene4780	GIP2	YER054C	S000000856
gene4781	RSB1	YOR049C	S000005575
gene4782	CAF130	YGR134W	S000003366
gene4784	NCA2	YPR155C	S000006359
gene4785	YPR153W	YPR153W	S000006357
gene4787	NCE102	YPR149W	S000006353
gene4788	PHB1	YGR132C	S000003364
gene4789	PRE9	YGR135W	S000003367
gene479	DCG1	YIR030C	S000001469
gene4791	KRE6	YPR159W	S000006363
gene4792	ATG9	YDL149W	S000002308
gene4793	CEM1	YER061C	S000000863
gene4794	NOP14	YDL148C	S000002307
gene4795	CCT6	YDR188W	S000002596
gene4797	FCY2	YER056C	S000000858
gene4798	ZRT2	YLR130C	S000004120
gene48	PNG1	YPL096W	S000006017
gene480	ATO2	YNR002C	S000005285
gene4800	HGH1	YGR187C	S000003419
gene4802	TYS1	YGR185C	S000003417
gene4804	IMD4	YML056C	S000004520
gene4807	ORC1	YML065W	S000004530
gene4808	ECM7	YLR443W	S000004435
gene4809	SMA2	YML066C	S000004531
gene4810	MTR2	YKL186C	S000001669
gene4811	TIP1	YBR067C	S000000271
